scenario_id,task_id,time_range,moving_object,sweep_region,checked_against,collision_risk,status,notes
baseline,TASK-7B1-009,segment_duration_s=1.215,gripper_tcp_and_tube_proxy,"x[0.0,355.0] y[10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-009,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-009,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[10.0,10.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-009,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-010,segment_duration_s=0.967,gripper_tcp_and_tube_proxy,"x[-240.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-010,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-010,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-010,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-010,segment_duration_s=0.994,gripper_tcp_and_tube_proxy,"x[-240.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-010,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-010,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-010,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-010,segment_duration_s=1.052,gripper_tcp_and_tube_proxy,"x[0.0,230.0] y[-170.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-010,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-010,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[-170.0,-170.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-010,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-011,segment_duration_s=0.903,gripper_tcp_and_tube_proxy,"x[-215.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-011,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-215.0,-215.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-011,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-215.0,-215.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-011,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-215.0,-215.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-011,segment_duration_s=0.933,gripper_tcp_and_tube_proxy,"x[-215.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-011,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-011,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-011,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-011,segment_duration_s=1.414,gripper_tcp_and_tube_proxy,"x[0.0,380.0] y[-170.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-011,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-011,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[-170.0,-170.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-011,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-012,segment_duration_s=0.842,gripper_tcp_and_tube_proxy,"x[-190.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-012,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-190.0,-190.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-012,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-190.0,-190.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-012,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-190.0,-190.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-012,segment_duration_s=0.874,gripper_tcp_and_tube_proxy,"x[-190.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-012,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-012,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-012,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-012,segment_duration_s=0.858,gripper_tcp_and_tube_proxy,"x[0.0,230.0] y[10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-012,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-012,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[10.0,10.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-012,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[230.0,230.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-013,segment_duration_s=0.727,gripper_tcp_and_tube_proxy,"x[-140.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-013,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-140.0,-140.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-013,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-140.0,-140.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-013,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-140.0,-140.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-013,segment_duration_s=0.766,gripper_tcp_and_tube_proxy,"x[-140.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-013,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-013,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-013,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-013,segment_duration_s=1.543,gripper_tcp_and_tube_proxy,"x[-395.0,0.0] y[20.0,275.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-013,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[-395.0,-395.0] y[275.0,275.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-013,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[-395.0,-395.0] y[275.0,275.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-013,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[-395.0,-395.0] y[275.0,275.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-014,segment_duration_s=0.675,gripper_tcp_and_tube_proxy,"x[-115.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-014,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-115.0,-115.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-014,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-115.0,-115.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-014,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-115.0,-115.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-014,segment_duration_s=0.718,gripper_tcp_and_tube_proxy,"x[-115.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-014,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-014,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-014,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-014,segment_duration_s=1.286,gripper_tcp_and_tube_proxy,"x[0.0,380.0] y[10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-014,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-014,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[10.0,10.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-014,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[380.0,380.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-015,segment_duration_s=0.937,gripper_tcp_and_tube_proxy,"x[-240.0,0.0] y[-95.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-015,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-015,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-95.0,-95.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
baseline,TASK-7B1-015,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
baseline,TASK-7B1-015,segment_duration_s=0.96,gripper_tcp_and_tube_proxy,"x[-240.0,0.0] y[-95.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
baseline,TASK-7B1-015,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
